state,action,q_value,last_action
"pub_()_priv_('2', 'J')_-10.0_K_1",draw_deck_flip_2,0.010000000000000002,"g_20_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_('3', 'J')_priv_('2',)_4.0_3_3",take_discard_1,0.010000000000000002,"g_20_r_3: {'type': 'take_discard', 'position': 1}"
"pub_('J',)_priv_('2', '4')_-8.0_10_2",draw_deck_1,0.010000000000000002,"g_21_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', '4')_-2.0_4_1",draw_deck_0,0.010000000000000002,"g_21_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('4', 'J')_priv_('2', '4')_-13.0_9_3",draw_deck_flip_2,0.010000000000000002,"g_21_r_3: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_('7',)_priv_('2', '4')_-9.0_Q_2",draw_deck_1,0.010000000000000002,"g_22_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', '4')_-8.0_Q_1",draw_deck_0,0.010000000000000002,"g_22_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('7', '8')_priv_('2', '4')_-2.5_3_3",draw_deck_2,0.010000000000000002,"g_22_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('4',)_priv_('7', 'A')_-14.0_K_2",draw_deck_flip_1,0.010000000000000002,"g_23_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('4', '4')_priv_('7', 'A')_-2.0_3_3",draw_deck_2,0.010000000000000002,"g_23_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('2', '7')_-2.0_4_2",draw_deck_0,0.010000000000000002,"g_24_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('2', '7')_-10.0_10_1",draw_deck_flip_1,0.010000000000000002,"g_24_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('3', 'J')_priv_('2', '7')_-8.5_K_3",draw_deck_2,0.010000000000000002,"g_24_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('8',)_priv_('4', '7')_-1.5_4_2",draw_deck_1,0.010000000000000002,"g_25_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('4', '7')_-7.0_Q_1",draw_deck_0,0.010000000000000002,"g_25_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('3', '8')_priv_('4', '7')_2.0_J_3",take_discard_2,0.010000000000000002,"g_25_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('10',)_priv_('5', '8')_-2.0_5_2",draw_deck_1,0.010000000000000002,"g_26_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('5', '8')_-6.0_10_1",draw_deck_0,0.010000000000000002,"g_26_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('10', '5')_priv_('5', '8')_-9.0_4_3",draw_deck_2,0.010000000000000002,"g_26_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('10',)_priv_('10', '3')_-15.0_5_2",draw_deck_flip_1,0.010000000000000002,"g_27_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_()_priv_('10', '3')_-3.5_6_1",draw_deck_0,0.010000000000000002,"g_27_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('10', '10')_priv_('10', '3')_-7.5_K_3",draw_deck_2,0.010000000000000002,"g_27_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3',)_priv_('2', '5')_-5.5_7_2",draw_deck_1,0.010000000000000002,"g_28_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', '5')_-2.0_4_1",draw_deck_0,0.010000000000000002,"g_28_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('3', '9')_priv_('2', '5')_-9.5_K_3",draw_deck_2,0.010000000000000002,"g_28_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A',)_priv_('10', '5')_-7.0_Q_2",draw_deck_1,0.010000000000000002,"g_29_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('10', '5')_1.5_A_1",take_discard_0,0.010000000000000002,"g_29_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('6', 'A')_priv_('10', '5')_-7.0_Q_3",draw_deck_2,0.010000000000000002,"g_29_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('10', 'K')_1.5_3_2",take_discard_3,0.010000000000000002,"g_30_r_2: {'type': 'take_discard', 'position': 3}"
"pub_()_priv_('10', 'K')_-8.0_8_1",draw_deck_flip_0,0.010000000000000002,"g_30_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 0}"
"pub_('3', 'J')_priv_('10',)_-6.0_K_3",draw_deck_1,0.010000000000000002,"g_30_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('J',)_priv_('4', 'A')_-9.0_K_2",draw_deck_0,0.010000000000000002,"g_31_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('4', 'A')_-7.0_7_1",draw_deck_flip_1,0.010000000000000002,"g_31_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('2', 'J')_priv_('4', 'A')_-5.5_6_3",draw_deck_2,0.010000000000000002,"g_31_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('9',)_priv_('2', '3')_10.5_9_2",take_discard_1,0.010000000000000002,"g_32_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('2', '3')_-4.0_6_1",draw_deck_0,0.010000000000000002,"g_32_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('9', '9')_priv_('2', '3')_-8.5_Q_3",draw_deck_2,0.010000000000000002,"g_32_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('4',)_priv_('8', '9')_-5.5_10_2",draw_deck_1,0.010000000000000002,"g_33_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('8', '9')_1.0_4_1",take_discard_0,0.010000000000000002,"g_33_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('4', '6')_priv_('8', '9')_-3.5_7_3",draw_deck_2,0.010000000000000002,"g_33_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('7', '8')_-2.0_7_2",draw_deck_1,0.010000000000000002,"g_34_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('7', '8')_5.0_J_1",take_discard_0,0.010000000000000002,"g_34_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('A', 'J')_priv_('7', '8')_-4.5_9_3",draw_deck_2,0.010000000000000002,"g_34_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3',)_priv_('10', '2')_-6.5_8_2",draw_deck_1,0.010000000000000002,"g_35_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('10', '2')_-1.0_3_1",draw_deck_0,0.010000000000000002,"g_35_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('3', 'K')_priv_('10', '2')_-3.5_4_3",draw_deck_2,0.010000000000000002,"g_35_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A',)_priv_('10', '5')_-5.0_4_2",draw_deck_flip_1,0.010000000000000002,"g_36_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_()_priv_('10', '5')_-5.0_6_1",draw_deck_0,0.010000000000000002,"g_36_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('A', 'A')_priv_('10', '5')_3.0_A_3",take_discard_2,0.010000000000000002,"g_36_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('8',)_priv_('4', 'A')_-9.5_10_2",draw_deck_1,0.010000000000000002,"g_37_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('4', 'A')_-5.0_6_1",draw_deck_0,0.010000000000000002,"g_37_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('7', '8')_priv_('4', 'A')_-3.5_3_3",draw_deck_2,0.010000000000000002,"g_37_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('6',)_priv_('5', 'A')_-1.5_2_2",draw_deck_3,0.010000000000000002,"g_38_r_2: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_()_priv_('5', 'A')_-9.0_K_1",draw_deck_0,0.010000000000000002,"g_38_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('6', '8')_priv_('5',)_1.0_A_3",take_discard_1,0.010000000000000002,"g_38_r_3: {'type': 'take_discard', 'position': 1}"
"pub_('J',)_priv_('4', '8')_1.5_A_2",take_discard_0,0.010000000000000002,"g_39_r_2: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('4', '8')_-6.0_6_1",draw_deck_flip_1,0.010000000000000002,"g_39_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('A', 'J')_priv_('4', '8')_-5.5_9_3",draw_deck_2,0.010000000000000002,"g_39_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('7',)_priv_('8', 'K')_1.5_3_2",take_discard_1,0.010000000000000002,"g_40_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('8', 'K')_-2.5_7_1",draw_deck_0,0.010000000000000002,"g_40_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('3', '7')_priv_('8', 'K')_-6.0_Q_3",draw_deck_2,0.010000000000000002,"g_40_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('5',)_priv_('3', 'Q')_1.0_A_2",take_discard_1,0.010000000000000002,"g_41_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('3', 'Q')_-7.5_K_1",draw_deck_0,0.010000000000000002,"g_41_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('5', 'A')_priv_('3', 'Q')_7.0_5_3",take_discard_2,0.010000000000000002,"g_41_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('9',)_priv_('2', 'Q')_-5.0_6_2",draw_deck_1,0.010000000000000002,"g_42_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', 'Q')_-8.0_K_1",draw_deck_0,0.010000000000000002,"g_42_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('8', '9')_priv_('2', 'Q')_-3.5_4_3",draw_deck_2,0.010000000000000002,"g_42_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('Q',)_priv_('6', '9')_-3.0_4_2",draw_deck_1,0.010000000000000002,"g_43_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('6', '9')_-9.0_10_1",draw_deck_0,0.010000000000000002,"g_43_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('5', 'Q')_priv_('6', '9')_8.0_5_3",take_discard_2,0.010000000000000002,"g_43_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('J',)_priv_('8',)_-1.5_6_2",draw_deck_0,0.010000000000000002,"g_44_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('8', 'J')_-4.0_4_1",draw_deck_flip_3,0.010000000000000002,"g_44_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('6', 'J')_priv_('8',)_-15.0_9_3",draw_deck_flip_1,0.010000000000000002,"g_44_r_3: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('J',)_priv_('2', 'K')_-5.0_7_2",draw_deck_0,0.010000000000000002,"g_45_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('2', 'K')_-3.0_3_1",draw_deck_flip_1,0.010000000000000002,"g_45_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('10', 'J')_priv_('2', 'K')_-5.0_6_3",draw_deck_2,0.010000000000000002,"g_45_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('K',)_priv_('3', 'Q')_0.5_A_2",take_discard_1,0.010000000000000002,"g_46_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('3', 'Q')_-6.5_9_1",draw_deck_0,0.010000000000000002,"g_46_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('A', 'K')_priv_('3', 'Q')_-5.5_7_3",draw_deck_2,0.010000000000000002,"g_46_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('2', '4')_-2.0_4_2",draw_deck_1,0.010000000000000002,"g_47_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', '4')_2.0_J_1",take_discard_0,0.010000000000000002,"g_47_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('J', 'K')_priv_('2', '4')_-3.0_4_3",draw_deck_2,0.010000000000000002,"g_47_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('A', 'K')_1.0_J_2",take_discard_1,0.010000000000000002,"g_48_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('A', 'K')_0.0_J_1",take_discard_0,0.010000000000000002,"g_48_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('J', 'J')_priv_('A', 'K')_-6.0_7_3",draw_deck_2,0.010000000000000002,"g_48_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('7', 'A')_-2.0_3_2",draw_deck_1,0.010000000000000002,"g_49_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('A', 'J')_priv_('7', 'A')_-11.0_K_3",draw_deck_flip_3,0.010000000000000002,"g_49_r_3: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('2',)_priv_('3', 'K')_-4.5_7_2",draw_deck_1,0.010000000000000002,"g_50_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('3', 'K')_0.5_2_1",take_discard_0,0.010000000000000002,"g_50_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('2', 'K')_priv_('3', 'K')_-18.0_8_3",draw_deck_flip_3,0.010000000000000002,"g_50_r_3: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('3',)_priv_('A', 'A')_-9.5_K_2",draw_deck_1,0.010000000000000002,"g_51_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('A', 'A')_-8.0_9_1",draw_deck_0,0.010000000000000002,"g_51_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('3', '6')_priv_('A', 'A')_0.0_J_3",take_discard_2,0.010000000000000002,"g_51_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('J',)_priv_('4', '7')_-5.0_6_2",draw_deck_0,0.010000000000000002,"g_52_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('4', '7')_-3.0_3_1",draw_deck_flip_1,0.010000000000000002,"g_52_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('10', 'J')_priv_('4', '7')_1.5_A_3",take_discard_2,0.010000000000000002,"g_52_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('J',)_priv_('4', '7')_-7.5_10_2",draw_deck_0,0.010000000000000002,"g_53_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('4', '7')_-8.0_8_1",draw_deck_flip_1,0.010000000000000002,"g_53_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('5', 'J')_priv_('4', '7')_2.0_A_3",take_discard_2,0.010000000000000002,"g_53_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('2',)_priv_('8', 'A')_-2.5_3_2",draw_deck_1,0.010000000000000002,"g_54_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('8', 'A')_-4.0_5_1",draw_deck_0,0.010000000000000002,"g_54_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('2', 'J')_priv_('8', 'A')_-5.5_6_3",draw_deck_2,0.010000000000000002,"g_54_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('10',)_priv_('10', 'A')_-16.0_6_2",draw_deck_flip_3,0.010000000000000002,"g_55_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_()_priv_('10', 'A')_-5.0_6_1",draw_deck_0,0.010000000000000002,"g_55_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('10', '10')_priv_('A',)_-9.0_10_3",draw_deck_1,0.010000000000000002,"g_55_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('J',)_priv_('6',)_2.5_J_2",take_discard_0,0.010000000000000002,"g_56_r_2: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('6', 'J')_-10.0_K_1",draw_deck_flip_2,0.010000000000000002,"g_56_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_('J', 'J')_priv_('6',)_2.5_2_3",take_discard_1,0.010000000000000002,"g_56_r_3: {'type': 'take_discard', 'position': 1}"
"pub_('J',)_priv_('2', 'Q')_0.0_2_2",draw_deck_1,0.010000000000000002,"g_57_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', 'Q')_-3.0_3_1",draw_deck_flip_0,0.010000000000000002,"g_57_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 0}"
"pub_('7', 'J')_priv_('2', 'Q')_1.0_J_3",take_discard_2,0.010000000000000002,"g_57_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('4',)_priv_('K', 'Q')_-1.0_5_2",draw_deck_1,0.010000000000000002,"g_58_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('K', 'Q')_-2.0_6_1",draw_deck_0,0.010000000000000002,"g_58_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('4', '6')_priv_('K', 'Q')_-2.5_7_3",draw_deck_2,0.010000000000000002,"g_58_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('9',)_priv_('2', '7')_-4.0_5_2",draw_deck_1,0.010000000000000002,"g_59_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', '7')_-8.0_10_1",draw_deck_0,0.010000000000000002,"g_59_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('8', '9')_priv_('2', '7')_-4.5_5_3",draw_deck_2,0.010000000000000002,"g_59_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('5',)_priv_('10', '2')_-6.5_8_2",draw_deck_1,0.010000000000000002,"g_60_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('10', '2')_-7.0_9_1",draw_deck_0,0.010000000000000002,"g_60_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('5', 'Q')_priv_('10', '2')_0.5_J_3",take_discard_2,0.010000000000000002,"g_60_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('Q',)_priv_('10', '4')_11.0_Q_2",take_discard_1,0.010000000000000002,"g_61_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('10', '4')_-5.0_7_1",draw_deck_0,0.010000000000000002,"g_61_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('Q', 'Q')_priv_('10', '4')_-2.0_5_3",draw_deck_2,0.010000000000000002,"g_61_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('10',)_priv_('10', 'Q')_-18.0_8_2",draw_deck_flip_3,0.010000000000000002,"g_62_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_()_priv_('10', 'Q')_-3.5_6_1",draw_deck_0,0.010000000000000002,"g_62_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('10', '10')_priv_('Q',)_-7.5_Q_3",draw_deck_1,0.010000000000000002,"g_62_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('6',)_priv_('2', 'A')_-2.5_3_2",draw_deck_1,0.010000000000000002,"g_63_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', 'A')_-3.0_4_1",draw_deck_0,0.010000000000000002,"g_63_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('6', 'J')_priv_('2', 'A')_-0.5_A_3",draw_deck_2,0.010000000000000002,"g_63_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
